player_name,season,player_type,full_name,source
S Barmakian,2021,hitter,Steve Barmakian,Baseball-Reference register
S Davis,2021,hitter,Seth Davis,Baseball-Reference register
S Jabusch,2021,hitter,NA,unresolved
S Macias,2021,hitter,Sergio Macias,Baseball-Reference register
S Skelly,2021,hitter,NA,unresolved
T Brunson,2021,hitter,Tavis Brunson,Baseball-Reference register
T Budnick,2021,hitter,Tate Budnick,Baseball-Reference register
T Carranza,2021,hitter,Tristen Carranza,Baseball-Reference register
T DeBonville,2021,hitter,Thomas DeBonville,Baseball-Reference register
T Dixon,2021,hitter,Troy Dixon,Baseball-Reference register
T Jorgensen,2021,hitter,Tyler Jorgensen,Baseball-Reference register
T Kelly,2021,hitter,NA,unresolved
T Reynolds,2021,hitter,NA,unresolved
T Sandoval,2021,hitter,NA,unresolved
T Tomaka,2021,hitter,Tyler Tomaka,Baseball-Reference register
T Van Marter,2021,hitter,Tyler Van Marter,Baseball-Reference register
T Wyatt,2021,hitter,Tyler Wyatt,Baseball-Reference register
V Esposito,2021,hitter,Vinny Esposito,Baseball-Reference register
W Little,2021,hitter,Webb Little,Baseball-Reference register
Z Almond,2021,hitter,Zach Almond,Baseball-Reference register
Z Zurbrugg,2021,hitter,NA,unresolved
A Amicangelo,2021,pitcher,Anthony Amicangelo,Baseball-Reference register
A Armstrong,2021,pitcher,NA,unresolved
A Atwood,2021,pitcher,Andy Atwood,Baseball-Reference register
A Becerra,2021,pitcher,NA,unresolved
A Bond,2021,pitcher,Aaron Bond,Baseball-Reference register
A Buendia,2021,pitcher,Aldo Buendia,Baseball-Reference register
A Donatella,2021,pitcher,Anthony Donatella,Baseball-Reference register
A Eggleston,2021,pitcher,NA,unresolved
A Fishberg,2021,pitcher,NA,unresolved
A Guajardo,2021,pitcher,NA,unresolved
A Herrera,2021,pitcher,NA,unresolved
A Kaufman,2021,pitcher,Ari Kaufman,Baseball-Reference register
A Kern,2021,pitcher,Aaron Kern,Baseball-Reference register
A Leach,2021,pitcher,Alex Leach,Baseball-Reference register
A Leija,2021,pitcher,NA,unresolved
A Smith,2021,pitcher,Alex Smith,Baseball-Reference register
A Solis,2021,pitcher,Aron Solis,Baseball-Reference register
A Wright,2021,pitcher,NA,unresolved
B Demco,2021,pitcher,Brad Demco,Baseball-Reference register
B Matthews,2021,pitcher,Brett Matthews,Baseball-Reference register
B Norman,2021,pitcher,Ben Norman,Baseball-Reference register
B Parr,2021,pitcher,NA,unresolved
B West,2021,pitcher,Brady West,Baseball-Reference register
C Burica,2021,pitcher,Chris Burica,Baseball-Reference register
C Caffrey,2021,pitcher,Chris Caffrey,Baseball-Reference register
C Campbell,2021,pitcher,Chris Campbell,Baseball-Reference register
C Clark,2021,pitcher,Cody Clark,Baseball-Reference register
C Cook,2021,pitcher,Cole Cook,Baseball-Reference register
C Crader,2021,pitcher,Cade Crader,Baseball-Reference register
C Estrada,2021,pitcher,NA,unresolved
C Eusay,2021,pitcher,Chris Eusay,Baseball-Reference register
C Gallardo,2021,pitcher,Carlos Gallardo,Baseball-Reference register
C Grant-DeBose,2021,pitcher,CJ Grant-DeBose,Baseball-Reference register
C Kelly,2021,pitcher,Colin Kelly,Baseball-Reference register
C Mink,2021,pitcher,NA,unresolved
C Sepulveda,2021,pitcher,Christian Sepulveda,Baseball-Reference register
C Stratton,2021,pitcher,Chase Stratton,Baseball-Reference register
D Cornett,2021,pitcher,Dalton Cornett,Baseball-Reference register
D Delorefice,2021,pitcher,Davis Delorefice,Baseball-Reference register
D Ellis,2021,pitcher,Damon Ellis,Baseball-Reference register
D Maberry,2021,pitcher,David Maberry,Baseball-Reference register
D Mervis,2021,pitcher,NA,unresolved
D Pearce,2021,pitcher,Dylan Pearce,Baseball-Reference register
D Pena,2021,pitcher,Domingo Pena,Baseball-Reference register
D Silva,2021,pitcher,NA,unresolved
E Carrillo,2021,pitcher,NA,unresolved
E Rosales,2021,pitcher,NA,unresolved
F Achecar,2021,pitcher,Freddy Achecar,Baseball-Reference register
F Jezioro,2021,pitcher,Frankie Jezioro,Baseball-Reference register
F Rodriguez,2021,pitcher,Felipe Rodriguez,Baseball-Reference register
G Bautista,2021,pitcher,Gerald Bautista,Baseball-Reference register
G Bremer,2021,pitcher,NA,unresolved
G Larson,2021,pitcher,Grant Larson,Baseball-Reference register
G Lyttle,2021,pitcher,Grey Lyttle,Baseball-Reference register
G Viney,2021,pitcher,Gaylon Viney,Baseball-Reference register
G Westberg,2021,pitcher,Garrett Westberg,Baseball-Reference register
H Dollander,2021,pitcher,Hunter Dollander,Baseball-Reference register
H Sanchez,2021,pitcher,NA,unresolved
I Fuentes,2021,pitcher,Izzy Fuentes,Baseball-Reference register
J Agnew,2021,pitcher,Josh Agnew,Baseball-Reference register
J Boushelle,2021,pitcher,NA,unresolved
J Broughton,2021,pitcher,Josh Broughton,Baseball-Reference register
J Crump,2021,pitcher,NA,unresolved
J Cunningham,2021,pitcher,Jackson Cunningham,Baseball-Reference register
J Dobrash,2021,pitcher,Jimmy Dobrash,Baseball-Reference register
J Esparza,2021,pitcher,NA,unresolved
J Gomez,2021,pitcher,NA,unresolved
J Lopez,2021,pitcher,Josh Lopez,Baseball-Reference register
J Matthews,2021,pitcher,Jason Matthews,Baseball-Reference register
J Newman,2021,pitcher,NA,unresolved
J Nunnally,2021,pitcher,Jon Nunnally,Baseball-Reference register
J Ochoa,2021,pitcher,NA,unresolved
J Pineda,2021,pitcher,Jason Pineda,Baseball-Reference register
J Rosario,2021,pitcher,Julio Rosario,Baseball-Reference register
J Seever,2021,pitcher,Jason Seever,Baseball-Reference register
J Sigman,2021,pitcher,Jackson Sigman,Baseball-Reference register
J Slocum,2021,pitcher,Joe Slocum,Baseball-Reference register
J Talamante,2021,pitcher,NA,unresolved
J Varela,2021,pitcher,James Varela,Baseball-Reference register
J Waters,2021,pitcher,Jake Waters,Baseball-Reference register
K Crowl,2021,pitcher,Kyle Crowl,Baseball-Reference register
K De La Cruz,2021,pitcher,Kida De La Cruz,Baseball-Reference register
K Gould,2021,pitcher,Kevin Gould,Baseball-Reference register
K Hayes,2021,pitcher,NA,unresolved
K Maldonado,2021,pitcher,Kelvin Maldonado,Baseball-Reference register
K McGinnis,2021,pitcher,Keagan McGinnis,Baseball-Reference register
K Pilot,2021,pitcher,Kelvan Pilot,Baseball-Reference register
K Stone,2021,pitcher,Kollin Stone,Baseball-Reference register
L Summers,2021,pitcher,NA,unresolved
M Castillo,2021,pitcher,NA,unresolved
M Dallas,2021,pitcher,Matt Dallas,Baseball-Reference register
M Gabbert,2021,pitcher,Matt Gabbert,Baseball-Reference register
M Geoffrion,2021,pitcher,NA,unresolved
M Lines,2021,pitcher,Mitch Lines,Baseball-Reference register
M Miller,2021,pitcher,NA,unresolved
M Mixon,2021,pitcher,Mark Mixon,Baseball-Reference register
M Mogollon,2021,pitcher,Matt Mogollon,Baseball-Reference register
M Schwellenbach,2021,pitcher,Mason Schwellenbach,Baseball-Reference register
M Simon,2021,pitcher,Mark Simon,Baseball-Reference register
M Thomas,2021,pitcher,NA,unresolved
M Townsend,2021,pitcher,Mike Townsend,Baseball-Reference register
N Diplan,2021,pitcher,Nattino Diplan,Baseball-Reference register
N Emanuel,2021,pitcher,Nick Emanuel,Baseball-Reference register
N Floyd,2021,pitcher,Nick Floyd,Baseball-Reference register
N Jenkins,2021,pitcher,Nate Jenkins,Baseball-Reference register
N Lang,2021,pitcher,Neil Lang,Baseball-Reference register
N Tellache,2021,pitcher,Nico Tellache,Baseball-Reference register
O Farfan,2021,pitcher,NA,unresolved
O Marcelino,2021,pitcher,NA,unresolved
P Parks,2021,pitcher,Pavin Parks,Baseball-Reference register
P Wenzel,2021,pitcher,Palmer Wenzel,Baseball-Reference register
Q Jones,2021,pitcher,Quincy Jones,Baseball-Reference register
R Aleaziz,2021,pitcher,Reza Aleaziz,Baseball-Reference register
R Alexiades,2021,pitcher,Reese Alexiades,Baseball-Reference register
R Jepson,2021,pitcher,Riley Jepson,Baseball-Reference register
R Martin,2021,pitcher,Rabon Martin,Baseball-Reference register
R Mintzer,2021,pitcher,NA,unresolved
S Barmakian,2021,pitcher,Steve Barmakian,Baseball-Reference register
S Davis,2021,pitcher,Seth Davis,Baseball-Reference register
S Gustafson,2021,pitcher,Shane Gustafson,Baseball-Reference register
S Hupp,2021,pitcher,NA,unresolved
S Jabusch,2021,pitcher,NA,unresolved
S Macias,2021,pitcher,Sergio Macias,Baseball-Reference register
T Budnick,2021,pitcher,Tate Budnick,Baseball-Reference register
T Chapman,2021,pitcher,Tyshaun Chapman,Baseball-Reference register
T Dixon,2021,pitcher,Troy Dixon,Baseball-Reference register
T Johnson,2021,pitcher,Tyler Johnson,Baseball-Reference register
T Jorgensen,2021,pitcher,Tyler Jorgensen,Baseball-Reference register
T Reynolds,2021,pitcher,NA,unresolved
T Tomaka,2021,pitcher,Tyler Tomaka,Baseball-Reference register
T Whitty,2021,pitcher,NA,unresolved
V Rodriguez,2021,pitcher,Victor Rodriguez,Baseball-Reference register
W Freeman,2021,pitcher,NA,unresolved
Y Laureano,2021,pitcher,NA,unresolved
Z Penrod,2021,pitcher,Zach Penrod,Baseball-Reference register
