rk,name,team,gp,ab,h,rbi,bb,x2b,x3b,hr,xbh,k,avg,obp,slg,hbp,sf,sh,hdp,go,fo,go_fo,pa,season,player_type,total_bases,non_hr_xbh,x3b_from_slg,x2b_from_slg,player_name,x1b,ops,iso,bb_rate,k_rate,hr_rate,xbh_rate,woba
8,E Lopez,Yuba-Sutter Freebirds,15,28,12,6,6,1,1,1,3,3,0.429,0.528,0.643,1,1,NA,NA,8,6,1.33,36,2026,hitter,18,2,1,1,E Lopez,9,1.171,0.21400000000000002,0.16666666666666666,0.08333333333333333,0.027777777777777776,0.08333333333333333,0.49561111111111106
8,K Stancato,Ogden Raptors,45,147,63,36,15,10,1,2,13,18,0.429,0.494,0.551,4,0,NA,1,34,30,1.13,166,2026,hitter,81,11,1,10,K Stancato,50,1.045,0.12200000000000005,0.09036144578313253,0.10843373493975904,0.012048192771084338,0.0783132530120482,0.4588313253012048
10,D Jimerson,Oakland Ballers,24,92,39,20,8,6,2,5,13,16,0.424,0.471,0.696,1,1,NA,NA,15,23,0.65,102,2026,hitter,64,8,2,6,D Jimerson,26,1.1669999999999998,0.27199999999999996,0.0784313725490196,0.1568627450980392,0.049019607843137254,0.12745098039215685,0.49699019607843137
11,D Andiarena,Missoula PaddleHeads,30,109,45,33,11,9,0,7,16,19,0.413,0.471,0.688,1,0,NA,1,14,29,0.48,121,2026,hitter,75,9,0,9,D Andiarena,29,1.1589999999999998,0.27499999999999997,0.09090909090909091,0.15702479338842976,0.05785123966942149,0.1322314049586777,0.49760330578512396
12,S Canton,Idaho Falls Chukars,92,408,167,161,60,37,5,35,77,51,0.409,0.487,0.782,10,9,1,8,91,104,0.88,488,2026,hitter,319,42,5,37,S Canton,90,1.2690000000000001,0.37300000000000005,0.12295081967213115,0.10450819672131148,0.07172131147540983,0.15778688524590165,0.5280944558521561
13,C Lane,Ogden Raptors,95,418,169,113,56,36,3,19,58,51,0.404,0.476,0.641,8,8,NA,17,94,103,0.91,490,2026,hitter,268,39,3,36,C Lane,111,1.117,0.237,0.11428571428571428,0.10408163265306122,0.03877551020408163,0.11836734693877551,0.4765448979591837
14,D Stengren,Idaho Falls Chukars,50,193,78,40,31,15,0,3,18,23,0.404,0.489,0.528,2,1,1,11,53,34,1.56,228,2026,hitter,102,15,0,15,D Stengren,60,1.017,0.124,0.13596491228070176,0.10087719298245613,0.013157894736842105,0.07894736842105263,0.447057268722467
15,M Haas,Boise Hawks,26,105,42,38,18,6,1,5,12,22,0.4,0.504,0.619,6,2,1,NA,23,20,1.15,132,2026,hitter,65,7,1,6,M Haas,30,1.123,0.21899999999999997,0.13636363636363635,0.16666666666666666,0.03787878787878788,0.09090909090909091,0.48197709923664117
16,J Gutierrez,Billings Mustangs,64,283,113,76,14,23,1,7,31,16,0.399,0.431,0.562,7,7,NA,10,76,75,1.01,311,2026,hitter,159,24,1,23,J Gutierrez,82,0.9930000000000001,0.16300000000000003,0.04501607717041801,0.05144694533762058,0.022508038585209004,0.09967845659163987,0.42792926045016083
17,G Ostrander,Idaho Falls Chukars,74,308,122,65,64,30,2,2,34,27,0.396,0.504,0.526,4,1,1,4,82,72,1.14,378,2026,hitter,162,32,2,30,G Ostrander,88,1.03,0.13,0.1693121693121693,0.07142857142857142,0.005291005291005291,0.08994708994708994,0.4529336870026525
18,C Lawrence,Ogden Raptors,96,399,157,133,51,32,3,35,70,97,0.393,0.463,0.752,2,2,2,6,64,75,0.85,456,2026,hitter,300,35,3,32,C Lawrence,87,1.215,0.359,0.1118421052631579,0.21271929824561403,0.07675438596491228,0.15350877192982457,0.5130947136563877
19,T McCaffrey,Long Beach Coast,15,61,24,21,6,4,0,7,11,12,0.393,0.471,0.803,3,0,NA,NA,13,11,1.18,70,2026,hitter,49,4,0,4,T McCaffrey,13,1.274,0.41000000000000003,0.08571428571428572,0.17142857142857143,0.1,0.15714285714285714,0.5377285714285716
20,M Ortega,Yuba-Sutter Freebirds,23,89,35,17,9,8,0,3,11,13,0.393,0.477,0.584,7,2,NA,2,19,23,0.83,107,2026,hitter,52,8,0,8,M Ortega,24,1.061,0.19099999999999995,0.08411214953271028,0.12149532710280374,0.028037383177570093,0.102803738317757,0.45838317757009345
21,C Fellows,Modesto Roadsters,33,112,44,28,27,7,1,6,14,20,0.393,0.517,0.634,4,2,NA,1,32,17,1.88,145,2026,hitter,71,8,1,7,C Fellows,30,1.151,0.241,0.18620689655172415,0.13793103448275862,0.041379310344827586,0.09655172413793103,0.4915655172413793
22,P Lester,Idaho Falls Chukars,58,238,93,82,37,21,0,23,44,48,0.391,0.473,0.769,3,3,2,8,47,53,0.89,283,2026,hitter,183,21,0,21,P Lester,49,1.242,0.378,0.13074204946996468,0.1696113074204947,0.0812720848056537,0.15547703180212014,0.5203629893238434
23,G Ferraro-Nahr,Ogden Raptors,85,323,126,100,55,21,2,24,47,67,0.39,0.487,0.69,8,2,1,11,76,52,1.46,389,2026,hitter,223,23,2,21,G Ferraro-Nahr,79,1.177,0.29999999999999993,0.14138817480719795,0.17223650385604114,0.061696658097686374,0.12082262210796915,0.5005798969072165
24,O Johnson,Modesto Roadsters,82,336,131,99,41,17,4,22,43,52,0.39,0.462,0.661,6,2,NA,6,62,89,0.7,385,2026,hitter,222,21,4,17,O Johnson,88,1.123,0.271,0.10649350649350649,0.13506493506493505,0.05714285714285714,0.11168831168831168,0.48067272727272725
25,V Temesvary,Great Falls Voyagers,85,321,125,113,54,33,2,22,57,54,0.389,0.494,0.71,22,10,1,9,61,89,0.69,408,2026,hitter,228,35,2,33,V Temesvary,68,1.204,0.32099999999999995,0.1323529411764706,0.1323529411764706,0.05392156862745098,0.13970588235294118,0.5035012285012286
26,B Rosengard,Long Beach Coast,37,126,49,27,23,10,4,3,17,14,0.389,0.487,0.603,4,3,4,5,41,28,1.46,160,2026,hitter,76,14,4,10,B Rosengard,32,1.0899999999999999,0.21399999999999997,0.14375,0.0875,0.01875,0.10625,0.46571153846153845
27,T Wyatt,Idaho Falls Chukars,71,317,123,116,35,21,3,23,47,39,0.388,0.455,0.691,9,6,NA,11,77,77,1,367,2026,hitter,219,24,3,21,T Wyatt,76,1.146,0.30299999999999994,0.09536784741144415,0.10626702997275204,0.06267029972752043,0.12806539509536785,0.485008174386921
28,C Campbell,Boise Hawks,28,124,48,24,10,4,3,1,8,17,0.387,0.447,0.492,5,2,2,3,31,29,1.07,143,2026,hitter,61,7,3,4,C Campbell,40,0.9390000000000001,0.10499999999999998,0.06993006993006994,0.11888111888111888,0.006993006993006993,0.055944055944055944,0.41179432624113477
29,B Wilhoite,Great Falls Voyagers,52,215,83,52,30,15,3,2,20,29,0.386,0.467,0.512,8,6,3,7,48,63,0.76,262,2026,hitter,110,18,3,15,B Wilhoite,63,0.9790000000000001,0.126,0.11450381679389313,0.11068702290076336,0.007633587786259542,0.07633587786259542,0.42677606177606175
30,A Gauna,Great Falls Voyagers,30,109,42,23,12,7,2,3,12,15,0.385,0.468,0.569,5,0,NA,3,26,22,1.18,126,2026,hitter,62,9,2,7,A Gauna,30,1.037,0.18399999999999994,0.09523809523809523,0.11904761904761904,0.023809523809523808,0.09523809523809523,0.452079365079365
31,C Valentine,Ogden Raptors,96,439,169,120,53,51,4,20,75,75,0.385,0.459,0.656,13,7,2,11,77,120,0.64,514,2026,hitter,288,55,4,51,C Valentine,94,1.115,0.271,0.10311284046692606,0.14591439688715954,0.038910505836575876,0.14591439688715954,0.474087890625
32,T Cruz,Great Falls Voyagers,86,357,137,97,60,31,3,23,57,69,0.384,0.472,0.681,3,4,2,4,74,75,0.99,426,2026,hitter,243,34,3,31,T Cruz,80,1.153,0.29700000000000004,0.14084507042253522,0.1619718309859155,0.0539906103286385,0.13380281690140844,0.4886273584905661
33,D Smiley,Idaho Falls Chukars,38,139,53,29,18,8,0,2,10,30,0.381,0.447,0.482,0,2,NA,2,44,14,3.14,159,2026,hitter,67,8,0,8,D Smiley,43,0.929,0.10099999999999998,0.11320754716981132,0.18867924528301888,0.012578616352201259,0.06289308176100629,0.40864150943396227
34,B Capps,Glacier Range Riders,5,21,8,5,4,5,0,1,6,1,0.381,0.48,0.762,0,0,NA,1,4,7,0.57,25,2026,hitter,16,5,0,5,B Capps,2,1.242,0.381,0.16,0.04,0.04,0.24,0.5196799999999999
35,X Casserilla,Missoula PaddleHeads,91,387,147,111,51,33,2,33,68,60,0.38,0.47,0.731,17,2,1,8,72,97,0.74,458,2026,hitter,283,35,2,33,X Casserilla,79,1.201,0.351,0.11135371179039301,0.13100436681222707,0.07205240174672489,0.14847161572052403,0.5079299781181619
36,C Robinson,Idaho Falls Chukars,11,45,17,5,5,6,0,1,7,9,0.378,0.472,0.578,3,0,NA,1,11,6,1.83,53,2026,hitter,26,6,0,6,C Robinson,10,1.0499999999999998,0.19999999999999996,0.09433962264150944,0.16981132075471697,0.018867924528301886,0.1320754716981132,0.4570377358490566
37,M O<U+2019>Hara,Boise Hawks,64,234,88,51,59,14,3,9,26,38,0.376,0.5,0.577,4,5,NA,4,36,75,0.48,302,2026,hitter,135,17,3,14,M O<U+2019>Hara,62,1.077,0.20099999999999996,0.19536423841059603,0.12582781456953643,0.029801324503311258,0.08609271523178808,0.4642549668874172
38,A Kirchner,Yuba-Sutter Freebirds,56,224,84,73,22,17,1,20,38,56,0.375,0.424,0.728,0,4,NA,4,54,33,1.64,250,2026,hitter,163,18,1,17,A Kirchner,46,1.152,0.353,0.088,0.224,0.08,0.152,0.48508399999999996
38,C Matlon,Boise Hawks,2,8,3,2,NA,NA,NA,NA,0,2,0.375,0.375,0.375,0,0,1,NA,2,1,2,9,2026,hitter,3,NA,NA,NA,C Matlon,NA,0.75,0,NA,0.2222222222222222,NA,0,NA
40,G Bevacqua,Ogden Raptors,68,263,98,45,48,16,1,6,23,48,0.373,0.48,0.51,7,1,2,8,71,38,1.87,321,2026,hitter,134,17,1,16,G Bevacqua,75,0.99,0.137,0.14953271028037382,0.14953271028037382,0.018691588785046728,0.07165109034267912,0.43677742946708464
41,B Cermenelli,Missoula PaddleHeads,58,255,95,66,36,27,1,9,37,24,0.373,0.45,0.592,3,4,NA,7,71,66,1.08,298,2026,hitter,151,28,1,27,B Cermenelli,58,1.042,0.21899999999999997,0.12080536912751678,0.08053691275167785,0.030201342281879196,0.12416107382550336,0.44748993288590605
42,C Dayton,Boise Hawks,20,43,16,8,4,3,0,3,6,6,0.372,0.426,0.651,0,0,NA,3,7,11,0.64,47,2026,hitter,28,3,0,3,C Dayton,10,1.077,0.279,0.0851063829787234,0.1276595744680851,0.06382978723404255,0.1276595744680851,0.4628936170212766
43,M Handron,Modesto Roadsters,70,280,103,73,60,24,1,12,37,40,0.368,0.478,0.589,2,3,NA,5,57,82,0.7,345,2026,hitter,165,25,1,24,M Handron,66,1.067,0.22099999999999997,0.17391304347826086,0.11594202898550725,0.034782608695652174,0.1072463768115942,0.46024347826086953
44,A Fernandes,Glacier Range Riders,28,98,36,14,30,10,3,2,15,11,0.367,0.523,0.592,2,0,1,NA,18,34,0.53,131,2026,hitter,58,13,3,10,A Fernandes,21,1.115,0.22499999999999998,0.22900763358778625,0.08396946564885496,0.015267175572519083,0.11450381679389313,0.4811692307692308
45,D Laferriere,Long Beach Coast,14,41,15,5,10,1,0,1,2,6,0.366,0.536,0.463,5,0,1,1,12,7,1.71,57,2026,hitter,19,1,0,1,D Laferriere,13,0.9990000000000001,0.09700000000000003,0.17543859649122806,0.10526315789473684,0.017543859649122806,0.03508771929824561,0.4540357142857143
46,J Winters,Oakland Ballers,14,52,19,8,10,5,0,2,7,9,0.365,0.468,0.577,0,0,NA,2,11,10,1.1,62,2026,hitter,30,5,0,5,J Winters,12,1.045,0.21199999999999997,0.16129032258064516,0.14516129032258066,0.03225806451612903,0.11290322580645161,0.4534354838709677
47,J Kalafut,Boise Hawks,78,297,108,80,63,16,2,8,26,42,0.364,0.477,0.512,8,7,NA,2,75,69,1.09,375,2026,hitter,152,18,2,16,J Kalafut,82,0.989,0.14800000000000002,0.168,0.112,0.021333333333333333,0.06933333333333333,0.43316799999999994
48,T Ganus,Ogden Raptors,77,202,73,34,34,8,0,1,9,21,0.361,0.457,0.416,4,3,5,2,61,50,1.22,248,2026,hitter,84,8,0,8,T Ganus,64,0.873,0.05499999999999999,0.13709677419354838,0.0846774193548387,0.004032258064516129,0.036290322580645164,0.39279423868312763
49,C Dean,Missoula PaddleHeads,20,72,26,19,8,6,1,4,11,12,0.361,0.415,0.639,0,2,NA,1,15,21,0.71,82,2026,hitter,46,7,1,6,C Dean,15,1.054,0.278,0.0975609756097561,0.14634146341463414,0.04878048780487805,0.13414634146341464,0.4449512195121952
50,C Muniz,Billings Mustangs,85,352,127,106,63,19,2,27,48,74,0.361,0.47,0.656,11,2,NA,15,68,76,0.89,428,2026,hitter,231,21,2,19,C Muniz,79,1.126,0.29500000000000004,0.14719626168224298,0.17289719626168223,0.0630841121495327,0.11214953271028037,0.48054205607476635
51,B Vradenburg,Glacier Range Riders,56,219,79,55,51,14,2,13,29,33,0.361,0.482,0.621,1,1,NA,2,49,52,0.94,272,2026,hitter,136,16,2,14,B Vradenburg,50,1.103,0.26,0.1875,0.1213235294117647,0.04779411764705882,0.10661764705882353,0.47298161764705876
52,M Bardowell,Long Beach Coast,81,311,112,83,49,25,2,13,40,72,0.36,0.462,0.579,14,5,NA,3,60,66,0.91,379,2026,hitter,180,27,2,25,M Bardowell,72,1.041,0.21899999999999997,0.12928759894459102,0.18997361477572558,0.03430079155672823,0.10554089709762533,0.44900791556728226
53,E Underwood,Boise Hawks,83,304,109,70,50,26,3,5,34,66,0.359,0.484,0.513,26,2,5,6,81,48,1.69,387,2026,hitter,156,29,3,26,E Underwood,75,0.997,0.15400000000000003,0.12919896640826872,0.17054263565891473,0.012919896640826873,0.08785529715762273,0.44049999999999995
54,T Dooley,Idaho Falls Chukars,84,358,128,76,52,26,6,12,44,67,0.358,0.458,0.564,16,2,9,6,105,64,1.64,437,2026,hitter,202,32,6,26,T Dooley,84,1.022,0.20599999999999996,0.11899313501144165,0.15331807780320367,0.02745995423340961,0.10068649885583524,0.4438738317757009
55,T Yukumoto,Missoula PaddleHeads,77,263,94,67,67,19,0,4,23,17,0.357,0.491,0.475,9,7,2,9,81,71,1.14,348,2026,hitter,125,19,0,19,T Yukumoto,71,0.966,0.118,0.1925287356321839,0.04885057471264368,0.011494252873563218,0.06609195402298851,0.4286965317919075
56,E Pelc,Long Beach Coast,89,314,112,61,120,21,2,9,32,47,0.357,0.528,0.522,2,7,1,4,63,99,0.64,444,2026,hitter,164,23,2,21,E Pelc,80,1.05,0.16500000000000004,0.2702702702702703,0.10585585585585586,0.02027027027027027,0.07207207207207207,0.46075846501128664
57,T Williams,Modesto Roadsters,68,258,92,78,43,11,3,16,30,48,0.357,0.454,0.609,7,5,NA,1,45,75,0.6,313,2026,hitter,157,14,3,11,T Williams,62,1.063,0.252,0.13738019169329074,0.15335463258785942,0.051118210862619806,0.09584664536741214,0.45439297124600636
58,L Meyer,Boise Hawks,77,306,109,83,48,21,6,4,31,62,0.356,0.455,0.503,11,4,3,5,65,71,0.92,372,2026,hitter,154,27,6,21,L Meyer,78,0.958,0.14700000000000002,0.12903225806451613,0.16666666666666666,0.010752688172043012,0.08333333333333333,0.4203712737127371
59,J Ybarra,Oakland Ballers,95,405,144,110,44,32,0,34,66,74,0.356,0.42,0.686,4,4,NA,17,98,85,1.15,457,2026,hitter,278,32,0,32,J Ybarra,78,1.106,0.33000000000000007,0.0962800875273523,0.16192560175054704,0.07439824945295405,0.14442013129102846,0.46962363238512034
60,K Schmack,Great Falls Voyagers,80,318,113,97,54,23,1,24,48,76,0.355,0.464,0.66,18,9,NA,4,29,105,0.28,399,2026,hitter,210,24,1,23,K Schmack,65,1.124,0.30500000000000005,0.13533834586466165,0.19047619047619047,0.06015037593984962,0.12030075187969924,0.4743082706766918
61,K Micklus,Billings Mustangs,39,144,51,51,22,15,1,8,24,16,0.354,0.456,0.639,5,0,1,4,35,39,0.9,172,2026,hitter,92,16,1,15,K Micklus,27,1.095,0.28500000000000003,0.12790697674418605,0.09302325581395349,0.046511627906976744,0.13953488372093023,0.4693274853801169
62,M Sanford,Oakland Ballers,32,116,41,30,21,7,1,9,17,21,0.353,0.447,0.664,1,3,NA,3,26,28,0.93,141,2026,hitter,77,8,1,7,M Sanford,24,1.111,0.31100000000000005,0.14893617021276595,0.14893617021276595,0.06382978723404255,0.12056737588652482,0.4677021276595745
63,E Apodaca,Missoula PaddleHeads,94,375,132,98,77,27,4,8,39,39,0.352,0.473,0.509,14,5,NA,9,103,97,1.06,471,2026,hitter,191,31,4,27,E Apodaca,93,0.982,0.15700000000000003,0.16348195329087048,0.08280254777070063,0.016985138004246284,0.08280254777070063,0.4318704883227176
64,E Corona,Long Beach Coast,90,367,129,111,43,26,6,27,59,85,0.351,0.421,0.676,6,7,NA,5,55,95,0.58,423,2026,hitter,248,32,6,26,E Corona,70,1.097,0.32500000000000007,0.1016548463356974,0.20094562647754138,0.06382978723404255,0.13947990543735225,0.46248463356973996
65,L Johnstone,Oakland Ballers,29,100,35,29,23,10,0,10,20,21,0.35,0.472,0.75,2,2,NA,NA,22,21,1.05,127,2026,hitter,75,10,0,10,L Johnstone,15,1.222,0.4,0.18110236220472442,0.16535433070866143,0.07874015748031496,0.15748031496062992,0.5067244094488189
66,A Manisero,Great Falls Voyagers,67,224,78,52,24,13,2,9,24,46,0.348,0.431,0.545,10,2,NA,5,52,46,1.13,260,2026,hitter,122,15,2,13,A Manisero,54,0.976,0.19700000000000006,0.09230769230769231,0.17692307692307693,0.03461538461538462,0.09230769230769231,0.4245999999999999
67,K Ashworth,Glacier Range Riders,86,289,100,63,106,16,2,6,24,40,0.346,0.522,0.478,4,3,7,2,94,60,1.57,409,2026,hitter,138,18,2,16,K Ashworth,76,1,0.132,0.2591687041564792,0.097799511002445,0.014669926650366748,0.05867970660146699,0.44699004975124385
68,D Ratfield,Glacier Range Riders,74,284,98,75,49,20,0,10,30,46,0.345,0.45,0.521,10,6,2,5,68,75,0.91,351,2026,hitter,148,20,0,20,D Ratfield,68,0.9710000000000001,0.17600000000000005,0.1396011396011396,0.13105413105413105,0.02849002849002849,0.08547008547008547,0.423621776504298
69,S Greico,Ogden Raptors,48,203,70,63,23,15,2,20,37,61,0.345,0.421,0.734,5,2,NA,4,27,45,0.6,233,2026,hitter,149,17,2,15,S Greico,33,1.155,0.389,0.09871244635193133,0.26180257510729615,0.08583690987124463,0.15879828326180256,0.48541201716738197
70,A Cootway,Billings Mustangs,79,297,102,94,74,26,1,22,49,81,0.343,0.492,0.66,17,4,NA,6,50,54,0.93,392,2026,hitter,196,27,1,26,A Cootway,53,1.1520000000000001,0.317,0.18877551020408162,0.2066326530612245,0.05612244897959184,0.125,0.48796428571428574
71,T Cobb,Oakland Ballers,53,219,75,41,32,12,0,12,24,44,0.342,0.425,0.562,0,1,NA,5,57,38,1.5,252,2026,hitter,123,12,0,12,T Cobb,51,0.9870000000000001,0.22000000000000003,0.12698412698412698,0.1746031746031746,0.047619047619047616,0.09523809523809523,0.4279047619047619
72,B Nigh,Boise Hawks,24,79,27,34,23,5,1,5,11,20,0.342,0.495,0.62,4,3,1,2,18,15,1.2,110,2026,hitter,49,6,1,5,B Nigh,16,1.115,0.27799999999999997,0.20909090909090908,0.18181818181818182,0.045454545454545456,0.1,0.4719449541284403
73,M Koszewski,Missoula PaddleHeads,91,344,117,70,96,19,5,6,30,35,0.34,0.48,0.477,5,9,3,3,93,104,0.89,457,2026,hitter,164,24,5,19,M Koszewski,87,0.957,0.13699999999999996,0.2100656455142232,0.07658643326039387,0.01312910284463895,0.06564551422319474,0.4227775330396476
74,C Bowen,Billings Mustangs,93,436,147,114,44,37,2,21,60,80,0.337,0.404,0.576,10,7,NA,3,105,98,1.07,497,2026,hitter,251,39,2,37,C Bowen,87,0.98,0.23899999999999993,0.08853118712273642,0.16096579476861167,0.04225352112676056,0.12072434607645875,0.42095774647887324
75,S Lynch,Billings Mustangs,31,92,31,30,28,7,0,8,15,32,0.337,0.508,0.674,5,1,NA,2,16,14,1.14,126,2026,hitter,62,7,0,7,S Lynch,16,1.182,0.337,0.2222222222222222,0.25396825396825395,0.06349206349206349,0.11904761904761904,0.4987539682539682
76,J Duarte,Yuba-Sutter Freebirds,68,262,88,49,43,19,1,3,23,31,0.336,0.439,0.45,6,1,3,8,87,52,1.67,315,2026,hitter,118,20,1,19,J Duarte,65,0.889,0.11399999999999999,0.1365079365079365,0.09841269841269841,0.009523809523809525,0.07301587301587302,0.39676282051282047
77,Z Chamizo,Yuba-Sutter Freebirds,92,346,116,85,52,27,1,18,46,60,0.335,0.421,0.575,6,9,NA,5,73,99,0.74,413,2026,hitter,199,28,1,27,Z Chamizo,70,0.996,0.23999999999999994,0.12590799031476999,0.14527845036319612,0.043583535108958835,0.11138014527845036,0.42644794188861984
78,G Horvat,RedPocket Mobiles,67,275,92,33,24,18,1,3,22,45,0.335,0.401,0.44,7,1,NA,8,64,63,1.02,307,2026,hitter,121,19,1,18,G Horvat,70,0.841,0.10499999999999998,0.0781758957654723,0.1465798045602606,0.009771986970684038,0.07166123778501629,0.37319543973941366
79,M Soper,Billings Mustangs,78,320,107,59,66,25,4,11,40,59,0.334,0.445,0.541,2,5,6,5,70,88,0.8,399,2026,hitter,173,29,4,25,M Soper,67,0.986,0.20700000000000002,0.16541353383458646,0.14786967418546365,0.02756892230576441,0.10025062656641603,0.4270483460559796
80,J Allgeyer,Oakland Ballers,75,288,96,63,47,21,0,15,36,54,0.333,0.436,0.563,8,3,NA,6,55,80,0.69,346,2026,hitter,162,21,0,21,J Allgeyer,60,0.9989999999999999,0.22999999999999993,0.13583815028901733,0.15606936416184972,0.04335260115606936,0.10404624277456648,0.43263583815028905
80,C Calnon,Billings Mustangs,33,15,5,4,1,2,NA,NA,2,2,0.333,0.444,0.467,2,0,NA,NA,3,2,1.5,18,2026,hitter,7,NA,NA,NA,C Calnon,NA,0.911,0.134,0.05555555555555555,0.1111111111111111,NA,0.1111111111111111,NA
80,T Collins,Missoula PaddleHeads,5,6,2,1,2,2,NA,NA,2,2,0.333,0.5,0.667,0,0,NA,NA,1,1,1,8,2026,hitter,4,NA,NA,NA,T Collins,NA,1.167,0.334,0.25,0.25,NA,0.25,NA
80,J Gonzalez Perez,Idaho Falls Chukars,4,15,5,7,NA,1,NA,NA,1,4,0.333,0.294,0.4,0,2,NA,1,4,3,1.33,17,2026,hitter,6,NA,NA,NA,J Gonzalez Perez,NA,0.694,0.067,NA,0.23529411764705882,NA,0.058823529411764705,NA
80,C Hext,Yuba-Sutter Freebirds,42,177,59,41,23,16,2,8,26,42,0.333,0.403,0.582,1,5,NA,1,30,49,0.61,206,2026,hitter,103,18,2,16,C Hext,33,0.985,0.24899999999999994,0.11165048543689321,0.20388349514563106,0.038834951456310676,0.1262135922330097,0.4187961165048543
80,K Hvidsten,Billings Mustangs,3,12,4,5,3,3,NA,NA,3,3,0.333,0.467,0.583,0,0,NA,NA,1,3,0.33,15,2026,hitter,7,NA,NA,NA,K Hvidsten,NA,1.05,0.24999999999999994,0.2,0.2,NA,0.2,NA
80,C Magee,Glacier Range Riders,2,6,2,3,NA,1,NA,NA,1,NA,0.333,0.429,0.5,1,0,NA,NA,3,1,3,7,2026,hitter,3,NA,NA,NA,C Magee,NA,0.929,0.16699999999999998,NA,NA,NA,0.14285714285714285,NA
80,M Miesse,Great Falls Voyagers,3,9,3,3,3,NA,NA,NA,0,NA,0.333,0.5,0.333,1,1,NA,NA,2,6,0.33,14,2026,hitter,3,NA,NA,NA,M Miesse,NA,0.833,0,0.21428571428571427,NA,NA,0,NA
80,J Nehler,Billings Mustangs,7,24,8,4,2,0,0,1,1,4,0.333,0.385,0.458,0,0,1,1,10,2,5,27,2026,hitter,11,0,0,0,J Nehler,7,0.843,0.125,0.07407407407407407,0.14814814814814814,0.037037037037037035,0.037037037037037035,0.37296153846153846
80,R Recio,Boise Hawks,37,150,50,37,22,11,1,5,17,35,0.333,0.433,0.52,5,1,2,5,26,39,0.67,180,2026,hitter,78,12,1,11,R Recio,33,0.9530000000000001,0.187,0.12222222222222222,0.19444444444444445,0.027777777777777776,0.09444444444444444,0.4168314606741573
80,U Romo,RedPocket Mobiles,21,3,1,1,NA,NA,NA,NA,0,1,0.333,0.333,0.333,0,0,NA,NA,1,NA,NA,3,2026,hitter,1,NA,NA,NA,U Romo,NA,0.666,0,NA,0.3333333333333333,NA,0,NA
80,E Sim,RedPocket Mobiles,1,3,1,0,NA,NA,NA,NA,0,1,0.333,0.333,0.333,0,0,NA,NA,NA,NA,NA,3,2026,hitter,1,NA,NA,NA,E Sim,NA,0.666,0,NA,0.3333333333333333,NA,0,NA
92,C Hornung,Glacier Range Riders,78,274,91,70,49,25,2,11,38,63,0.332,0.436,0.558,7,7,2,3,72,52,1.38,339,2026,hitter,153,27,2,25,C Hornung,53,0.994,0.22600000000000003,0.14454277286135694,0.18584070796460178,0.032448377581120944,0.11209439528023599,0.4274362017804154
93,N Blythe,Oakland Ballers,87,338,112,71,35,23,1,18,42,65,0.331,0.392,0.565,2,5,NA,9,67,93,0.72,380,2026,hitter,191,24,1,23,N Blythe,70,0.957,0.23399999999999993,0.09210526315789473,0.17105263157894737,0.04736842105263158,0.11052631578947368,0.41163421052631577
94,N Klemp,Missoula PaddleHeads,91,410,135,124,56,29,1,27,57,50,0.329,0.408,0.602,4,8,NA,12,99,115,0.86,478,2026,hitter,247,30,1,29,N Klemp,78,1.01,0.27299999999999996,0.11715481171548117,0.10460251046025104,0.056485355648535567,0.1192468619246862,0.43094979079497914
95,J Harrison-Dudley,RedPocket Mobiles,80,307,101,78,49,18,1,26,45,99,0.329,0.422,0.648,2,2,NA,3,61,41,1.49,360,2026,hitter,199,19,1,18,J Harrison-Dudley,56,1.07,0.319,0.1361111111111111,0.275,0.07222222222222222,0.125,0.4558388888888889
96,W Rogers,Great Falls Voyagers,42,113,37,30,7,9,1,5,15,24,0.327,0.366,0.558,1,2,NA,1,20,33,0.61,123,2026,hitter,63,10,1,9,W Rogers,22,0.924,0.23100000000000004,0.056910569105691054,0.1951219512195122,0.04065040650406504,0.12195121951219512,0.3955121951219512
97,C Jordan,Ogden Raptors,94,385,126,99,50,23,1,23,47,60,0.327,0.408,0.571,8,8,5,10,76,129,0.59,456,2026,hitter,220,24,1,23,C Jordan,79,0.9789999999999999,0.24399999999999994,0.10964912280701754,0.13157894736842105,0.05043859649122807,0.10307017543859649,0.42039911308204
98,R Lee,Idaho Falls Chukars,25,83,27,21,17,2,0,9,11,24,0.325,0.467,0.675,5,0,NA,2,8,21,0.38,105,2026,hitter,56,2,0,2,R Lee,16,1.1420000000000001,0.35000000000000003,0.1619047619047619,0.22857142857142856,0.08571428571428572,0.10476190476190476,0.48570476190476186
99,D Wilkinson,Ogden Raptors,69,191,62,43,48,13,2,3,18,27,0.325,0.472,0.461,9,4,10,2,57,55,1.04,262,2026,hitter,88,15,2,13,D Wilkinson,44,0.933,0.136,0.183206106870229,0.10305343511450382,0.011450381679389313,0.06870229007633588,0.41566666666666663
100,E Ott,Great Falls Voyagers,89,355,115,90,58,31,2,20,53,95,0.324,0.423,0.592,6,4,NA,9,56,89,0.63,423,2026,hitter,210,33,2,31,E Ott,62,1.015,0.26799999999999996,0.13711583924349882,0.22458628841607564,0.04728132387706856,0.12529550827423167,0.43513238770685575
101,J Lojewski,Modesto Roadsters,75,312,101,60,43,21,1,12,34,42,0.324,0.425,0.513,15,4,2,5,56,115,0.49,376,2026,hitter,160,22,1,21,J Lojewski,67,0.938,0.189,0.11436170212765957,0.11170212765957446,0.031914893617021274,0.09042553191489362,0.4104679144385027
